location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population
Oceania,14/10/2020,29845,35,938,0,690.538,0.81,21.703,0,43219954
Oceania,15/10/2020,29864,19,938,0,690.977,0.44,21.703,0,43219954
Oceania,16/10/2020,29874,10,938,0,691.209,0.231,21.703,0,43219954
Oceania,17/10/2020,29892,18,938,0,691.625,0.416,21.703,0,43219954
Oceania,18/10/2020,29901,9,939,1,691.833,0.208,21.726,0.023,43219954
Oceania,19/10/2020,29908,7,939,0,691.995,0.162,21.726,0,43219954
Oceania,20/10/2020,29971,63,939,0,693.453,1.458,21.726,0,43219954
Oceania,21/10/2020,29989,18,939,0,693.869,0.416,21.726,0,43219954
Oceania,22/10/2020,30019,30,939,0,694.563,0.694,21.726,0,43219954
Oceania,23/10/2020,30049,30,939,0,695.258,0.694,21.726,0,43219954
Oceania,24/10/2020,30068,19,939,0,695.697,0.44,21.726,0,43219954
Oceania,25/10/2020,30085,17,939,0,696.091,0.393,21.726,0,43219954
Oceania,26/10/2020,30105,20,939,0,696.553,0.463,21.726,0,43219954
Oceania,27/10/2020,30125,20,941,2,697.016,0.463,21.772,0.046,43219954
Oceania,28/10/2020,30145,20,941,0,697.479,0.463,21.772,0,43219954
Oceania,29/10/2020,30162,17,941,0,697.872,0.393,21.772,0,43219954
Oceania,30/10/2020,30175,13,941,0,698.173,0.301,21.772,0,43219954
Oceania,31/10/2020,30187,12,941,0,698.451,0.278,21.772,0,43219954
Oceania,1/11/2020,30197,10,941,0,698.682,0.231,21.772,0,43219954
Oceania,2/11/2020,30217,20,941,0,699.145,0.463,21.772,0,43219954
Oceania,3/11/2020,30239,22,941,0,699.654,0.509,21.772,0,43219954
Oceania,4/11/2020,30249,10,941,0,699.885,0.231,21.772,0,43219954
Oceania,5/11/2020,30263,14,941,0,700.209,0.324,21.772,0,43219954
Oceania,6/11/2020,30273,10,941,0,700.44,0.231,21.772,0,43219954
